,ATELNO,Sources
14559,ATEL #8674,at2016adn
14560,ATEL #8674,sn1994ae
14561,ATEL #8676,SDSS J134832.23-020333.8
14562,ATEL #8676,gaia16ace
14563,ATEL #8676,sn2006cm
14564,ATEL #8677,sn2011dh
14565,ATEL #8677,CXOU J132523.9-430059
14566,ATEL #8677,sn2016adj
14567,ATEL #8678,PNV J09553757+6900146
14568,ATEL #8678,m81
14569,ATEL #8679,asassn-16bm
14570,ATEL #8679,sn1999em
14571,ATEL #8679,at2016adl
14572,ATEL #8680,sn2008ae
14573,ATEL #8680,asassn-16bn
14574,ATEL #8680,sn2016adn
14575,ATEL #8680,atlas16aaf
14576,ATEL #8680,sn2016adp
14577,ATEL #8680,sn2016ado
14578,ATEL #8680,atlas16aae
14579,ATEL #8680,atlas16aab
14580,ATEL #8681,gaia16aau
14581,ATEL #8682,2MASX J03103162+0416184
14582,ATEL #8682,sn2003du
14583,ATEL #8682,sn2016adn
14584,ATEL #8682,asassn-16bn
14585,ATEL #8683,SDSS J115949.80+544807.1
14586,ATEL #8683,sn2003du
14587,ATEL #8683,gaia16acv
14588,ATEL #8684,1A 1742-289
14589,ATEL #8685,at2016aex
14590,ATEL #8685,2MASX J15453055-1309057
14591,ATEL #8685,asassn-16xx
14592,ATEL #8685,at2016aew
14593,ATEL #8685,asassn-16br
14594,ATEL #8685,at2016yy
14595,ATEL #8685,ic0986
14596,ATEL #8685,asassn-16bq
14597,ATEL #8686,sn2016adj
14598,ATEL #8687,pks1437-153
14599,ATEL #8687,OT J143956.90-153150.4
14600,ATEL #8687,OT J083537.30-585738.0
14601,ATEL #8687,PGC375031
14602,ATEL #8688,ngc1313
14603,ATEL #8688,ngc3621
14604,ATEL #8688,ngc891
14605,ATEL #8688,ngc5921
14606,ATEL #8688,m110
14607,ATEL #8688,ngc4532
14608,ATEL #8688,m83
14609,ATEL #8688,ngc6946
14610,ATEL #8688,ngc2403
14611,ATEL #8688,ic342
14612,ATEL #8688,ngc300
14613,ATEL #8688,m81
14614,ATEL #8688,m100
14615,ATEL #8690,atlas16aak
14616,ATEL #8690,sn2016aey
14617,ATEL #8690,SDSS J095438.58+393227.0
14618,ATEL #8691,OT J132407.75-003227.3
14619,ATEL #8691,OT J114345.21+342950.5
14620,ATEL #8691,OT J033239.21+193215.0
14621,ATEL #8693,sn2008ax
14622,ATEL #8693,sn2016adj
14623,ATEL #8694,gaia16acw
14624,ATEL #8694,asassn-16br
14625,ATEL #8694,asassn-16bl
14626,ATEL #8694,sn2016aex
14627,ATEL #8694,sn2016adk
14628,ATEL #8694,sn2016afa
14629,ATEL #8694,asassn-16bq
14630,ATEL #8694,sn2016aew
14631,ATEL #8695,ngc5292
14632,ATEL #8695,sn2016adi
14633,ATEL #8696,PMN J1740-0811
14634,ATEL #8698,GRS 1736-297
14635,ATEL #8700,OT J192312.67-571511.7
14636,ATEL #8700,OT J163355.46+860830.4
14637,ATEL #8700,OT J135730.06-122634.1
14638,ATEL #8700,OT J083042.70-214209.4
14639,ATEL #8700,WHIJ1633+86
14640,ATEL #8701,sn2016sl
14641,ATEL #8701,sn2010jl
14642,ATEL #8701,ps16ago
14643,ATEL #8701,sn2016afj
14644,ATEL #8701,gaia16add
14645,ATEL #8701,ps16tw
14646,ATEL #8702,sn2016aje
14647,ATEL #8702,sn2016afk
14648,ATEL #8702,ps16agp
14649,ATEL #8703,at2016aiy
14650,ATEL #8703,asassn-16xx
14651,ATEL #8703,at2016aix
14652,ATEL #8703,asassn-16bv
14653,ATEL #8703,LCRS B014209.4-420839
14654,ATEL #8703,at2016yy
14655,ATEL #8703,asassn-16bw
14656,ATEL #8704,GRS 1736-297
14657,ATEL #8704,1RXS J173930.3-294211
14658,ATEL #8704,RX J1739.4-2942
14659,ATEL #8705,2FGLJ0854.8+2005
14660,ATEL #8705,pks0851+202
14661,ATEL #8706,TXS0032+612
14662,ATEL #8708,atlas16aas
14663,ATEL #8708,sn2016ajb
14664,ATEL #8708,asassn-16bv
14665,ATEL #8708,sn2016aix
14666,ATEL #8708,sn2016aez
14667,ATEL #8708,gaia16ady
14668,ATEL #8709,3FGLJ0001.4+2120
14669,ATEL #8709,TXS 2358+209
14670,ATEL #8710,m31
14671,ATEL #8710,m31n2016-02b
14672,ATEL #8710,PNV J00443703+4142264
14673,ATEL #8711,sn2005cs
14674,ATEL #8711,at2016aip
14675,ATEL #8711,ps16ajy
14676,ATEL #8712,at2016yy
14677,ATEL #8712,asassn-16xx
14678,ATEL #8712,asassn-16bx
14679,ATEL #8712,at2016ajk
14680,ATEL #8713,sn2005bl
14681,ATEL #8713,at2016ajf
14682,ATEL #8713,ngc1278
14683,ATEL #8714,2FGLJ0211.2+1050
14684,ATEL #8715,1FGLJ1033.8+6048
14685,ATEL #8715,BZBJ1033+6051
14686,ATEL #8716,at2016aj
14687,ATEL #8718,WISEJ003525.46+613029.5
14688,ATEL #8718,GT0032+61
14689,ATEL #8719,sn2016ajl
14690,ATEL #8720,sn2016adj
14691,ATEL #8720,ngc5128
14692,ATEL #8721,3FGL J1630.2-1052
14693,ATEL #8721,PMN J1632-1052
14694,ATEL #8721,WISE J163250.09-105231.8
14695,ATEL #8722,3FGL J2232.5+1143
14696,ATEL #8723,ps16ahj
14697,ATEL #8723,sn2016ajs
14698,ATEL #8723,sn2016wd
14699,ATEL #8723,sn2016agd
14700,ATEL #8723,sn2016ajq
14701,ATEL #8723,sn2016ajt
14702,ATEL #8723,sn2016ajp
14703,ATEL #8723,sn2016ajr
14704,ATEL #8723,ps16yd
14705,ATEL #8724,gaia16aea
14706,ATEL #8724,sn2016acx
14707,ATEL #8724,sn2009bw
14708,ATEL #8724,asassn-16bg
14709,ATEL #8724,at2016aja
14710,ATEL #8724,sn2016ajw
14711,ATEL #8725,OT J084140.94+722732.6
14712,ATEL #8726,sn1995e
14713,ATEL #8727,sn2016ajm
14714,ATEL #8727,gaia16afj
14715,ATEL #8727,sn2016aiy
14716,ATEL #8727,sn1999by
14717,ATEL #8727,asassn-16bw
14718,ATEL #8728,OT J161028.09-004115.5
14719,ATEL #8728,OT J062022.97-673306.3
14720,ATEL #8728,OT J115319.96-321838.4
14721,ATEL #8728,OT J045302.87-492128.4
14722,ATEL #8730,OT J073325.52+373744.9
14723,ATEL #8731,OT J084140.94+722732.6
14724,ATEL #8733,GRS 1736-297
14725,ATEL #8734,CSS160208-135632
14726,ATEL #8734,sn2016apz
14727,ATEL #8734,gaia16aec
14728,ATEL #8735,PMN J1632-1052
14729,ATEL #8736,asassn-16xx
14730,ATEL #8736,at2016aqf
14731,ATEL #8736,at2016yy
14732,ATEL #8736,asassn-16cc
14733,ATEL #8736,ngc2101
14734,ATEL #8738,asassn-16cc
14735,ATEL #8738,at2016aqf
14736,ATEL #8738,ngc2101
14737,ATEL #8739,gaia16afw
14738,ATEL #8739,sn2016ahb
14739,ATEL #8739,gaia16afe
14740,ATEL #8739,sn2016aqa
14741,ATEL #8739,gaia16afo
14742,ATEL #8739,gaia16afq
14743,ATEL #8739,sn2016aqb
14744,ATEL #8739,sn2006aj
14745,ATEL #8739,gaia16aec
14746,ATEL #8739,gaia16afr
14747,ATEL #8740,PKS B1035-281
14748,ATEL #8740,3FGL J1037.5-2821
14749,ATEL #8741,OT J095503.19-355149.4
14750,ATEL #8741,MAP095503
14751,ATEL #8742,IGR J17091-3624
14752,ATEL #8742,GRS 1915+105
14753,ATEL #8743,PMN J1632-1052
14754,ATEL #8744,GRS 1736-297
14755,ATEL #8745,OT J095503.19-355149.4
14756,ATEL #8746,ISPI 522271
14757,ATEL #8746,ISPI 575458
14758,ATEL #8746,CXOU J174540.1-290016
14759,ATEL #8746,PSR J1745-2900
14760,ATEL #8746,AX J1745.6-2901
14761,ATEL #8746,ISPI 527175
14762,ATEL #8747,CSS171640+112846
14763,ATEL #8747,CSS171640
14764,ATEL #8747,OT J105203.63-820403.7
14765,ATEL #8747,PKS B1035-281
14766,ATEL #8747,OT J195338.03-505307.7
14767,ATEL #8748,sn2004et
14768,ATEL #8748,at2016aqf
14769,ATEL #8748,asassn-16cc
14770,ATEL #8749,sn2014et
14771,ATEL #8749,asassn-16cc
14772,ATEL #8749,sn2016aqf
14773,ATEL #8750,sn2005cs
14774,ATEL #8750,at2016aqp
14775,ATEL #8752,WISE 0716-19
14776,ATEL #8752,frb150418
14777,ATEL #8752,WISE J071634.59-190039.2
14778,ATEL #8753,m0
14779,ATEL #8754,gaia16agf
14780,ATEL #8755,ngc4559
14781,ATEL #8755,sn2000ch
14782,ATEL #8755,gaia16ada
14783,ATEL #8756,gaia16aas
14784,ATEL #8756,gaia15adz
14785,ATEL #8756,gaia16ade
14786,ATEL #8756,gaia15ade
14787,ATEL #8756,gaia16adz
14788,ATEL #8756,gaia15aas
14789,ATEL #8757,at2016aqv
14790,ATEL #8757,SDSS J150350.43+482250.7
14791,ATEL #8758,OT J072858.62-652131.9
14792,ATEL #8758,OT J200622.89+031935.3
14793,ATEL #8759,sn2016adj
14794,ATEL #8759,ngc5128
14795,ATEL #8760,sn2016adj
14796,ATEL #8761,IGR J17091-3624
14797,ATEL #8761,GRS 1915+105
14798,ATEL #8762,sn2016aqv
14799,ATEL #8762,sn2005gj
14800,ATEL #8763,asassn-16xx
14801,ATEL #8763,at2016aqz
14802,ATEL #8763,asassn-16ch
14803,ATEL #8763,at2016xyz
14804,ATEL #8764,OT J133338.76-514451.4
14805,ATEL #8764,OT J094851.15-110055.0
14806,ATEL #8764,OT J062655.88-231831.1
14807,ATEL #8765,asassn-16xx
14808,ATEL #8765,ngc1272
14809,ATEL #8765,at2016arc
14810,ATEL #8765,asassn-16ci
14811,ATEL #8765,at2016xyz
14812,ATEL #8766,gaia16afz
14813,ATEL #8767,m2
14814,ATEL #8767,PKS B1035-281
14815,ATEL #8769,4U 1822-000
14816,ATEL #8770,sn2016aqw
14817,ATEL #8771,sn1998aq
14818,ATEL #8771,sn2016aqz
14819,ATEL #8772,OT J020137.57-520004.9
14820,ATEL #8772,OT J050708.76-354808.5
14821,ATEL #8772,PGC129355
14822,ATEL #8772,OT J101424.62-111306.8
14823,ATEL #8772,OT J090915.35-101620.0
14824,ATEL #8773,PMNJ1632-1052
14825,ATEL #8773,PKSB1035-28
14826,ATEL #8774,sn2016aqt
14827,ATEL #8774,sn1999aa
14828,ATEL #8774,sn1998es
14829,ATEL #8775,asassn-16xx
14830,ATEL #8775,asassn-16cm
14831,ATEL #8775,at2016arq
14832,ATEL #8775,2MASX J15192684-0055256
14833,ATEL #8775,at2016xyz
14834,ATEL #8776,asassn-16xx
14835,ATEL #8776,at2016arr
14836,ATEL #8776,at2016xyz
14837,ATEL #8776,asassn-16cn
14838,ATEL #8779,sn2016ari
14839,ATEL #8779,sn2016arj
14840,ATEL #8779,sn2016arh
14841,ATEL #8780,PKS B1035-281
14842,ATEL #8781,frb121102
14843,ATEL #8784,asassn-16xx
14844,ATEL #8784,at2016asf
14845,ATEL #8784,KUG 0647+311
14846,ATEL #8784,asassn-16cs
14847,ATEL #8784,at2016ase
14848,ATEL #8784,at2016xyz
14849,ATEL #8784,asassn-16cr
14850,ATEL #8785,m31
14851,ATEL #8785,PNV J00421951+4111137
14852,ATEL #8786,OT J230551.43+794223.1
14853,ATEL #8786,OT J075258.03+043936.6
14854,ATEL #8786,OT J075402.95-011355.8
14855,ATEL #8787,PNV J00424914+4116401
14856,ATEL #8787,m31
14857,ATEL #8788,asassn-16cs
14858,ATEL #8788,sn2003du
14859,ATEL #8790,at2016aps
14860,ATEL #8790,ps16aqv
14861,ATEL #8790,CSS160216
14862,ATEL #8790,ps16aqy
14863,ATEL #8790,at2016ard
14864,ATEL #8791,OT J142718.40-014031.0
14865,ATEL #8791,PGC051614
14866,ATEL #8792,atlas16ads
14867,ATEL #8792,sn2016auf
14868,ATEL #8793,PSR J1745-2900
14869,ATEL #8794,sn2006x
14870,ATEL #8794,asassn-16cm
14871,ATEL #8794,at2016arq
14872,ATEL #8794,2MASX J15192684-0055256
14873,ATEL #8795,IGR J17091-3624
14874,ATEL #8795,GRS 1915+105
14875,ATEL #8796,asassn-16xx
14876,ATEL #8796,asassn-16cu
14877,ATEL #8796,at2016aue
14878,ATEL #8796,ic4723
14879,ATEL #8796,at2016aud
14880,ATEL #8796,asassn-16ct
14881,ATEL #8796,SDSS J151354.30+044525.7
14882,ATEL #8796,at2016xyz
14883,ATEL #8798,at2016aud
14884,ATEL #8798,asassn-16ct
14885,ATEL #8798,SDSS J151354.30+044525.7
14886,ATEL #8798,sn2007s
14887,ATEL #8799,ps16atu
14888,ATEL #8799,sn2016atv
14889,ATEL #8801,asassn-16cy
14890,ATEL #8801,at2016xyz
14891,ATEL #8801,asassn-16xx
14892,ATEL #8801,at2016ayf
14893,ATEL #8802,AO 0235+164
14894,ATEL #8803,m9
14895,ATEL #8803,asassn-16cx
14896,ATEL #8804,OT J153118.02-411553.9
14897,ATEL #8804,OT J235247.28+512650.4
14898,ATEL #8804,OT J100606.05-304611.1
14899,ATEL #8804,OT J145207.50-442320.9
14900,ATEL #8805,at2016ayi
14901,ATEL #8805,atlas16aen
14902,ATEL #8805,at2016ayn
14903,ATEL #8805,atlas16ada
14904,ATEL #8805,sn2016asf
14905,ATEL #8805,atlas16aep
14906,ATEL #8805,KUG 0133+339
14907,ATEL #8805,atlas16adb
14908,ATEL #8805,atlas16acu
14909,ATEL #8805,atlas16afa
14910,ATEL #8805,at2016ayq
14911,ATEL #8805,atlas16aez
14912,ATEL #8805,CSS160227-122039
14913,ATEL #8805,at2016ayp
14914,ATEL #8805,at2016ayo
14915,ATEL #8805,at2016ayu
14916,ATEL #8805,atlas16acx
14917,ATEL #8805,CSS160303-073127
14918,ATEL #8805,atlas16aee
14919,ATEL #8805,atlas16aed
14920,ATEL #8805,atlas16ads
14921,ATEL #8805,at2016ays
14922,ATEL #8805,at2016ayt
14923,ATEL #8805,atlas16ade
14924,ATEL #8805,at2016ayl
14925,ATEL #8805,sn2016auf
14926,ATEL #8805,at2016ayr
14927,ATEL #8805,at2016ayj
14928,ATEL #8805,gaia16agy
14929,ATEL #8805,atlas16acs
14930,ATEL #8805,atlas16acw
14931,ATEL #8805,2MASX J07202203+4628125
14932,ATEL #8805,at2016aym
14933,ATEL #8805,2MASX J13293476-3032437
14934,ATEL #8805,asassn-16cs
14935,ATEL #8807,sn2016ase
14936,ATEL #8807,sn1999em
14937,ATEL #8807,asassn-16cr
14938,ATEL #8807,sn2016bam
14939,ATEL #8808,at2016bar
14940,ATEL #8809,PNV J17355050-2934240
14941,ATEL #8810,at2016axg
14942,ATEL #8810,ps16awf
14943,ATEL #8810,ps16ave
14944,ATEL #8810,ps16atv
14945,ATEL #8810,ps16axn
14946,ATEL #8810,ps16avk
14947,ATEL #8810,ps16awz
14948,ATEL #8810,at2016aws
14949,ATEL #8810,at2016awb
14950,ATEL #8810,at2016avh
14951,ATEL #8810,at2016atw
14952,ATEL #8811,PNV J17355050-2934240
14953,ATEL #8812,3FGL J1801.5+4403
14954,ATEL #8813,asassn-16xx
14955,ATEL #8813,asassn-16db
14956,ATEL #8813,ugc06198
14957,ATEL #8813,at2016xyz
14958,ATEL #8813,at2016bcy
14959,ATEL #8814,sn1997dd
14960,ATEL #8814,sn2016bas
14961,ATEL #8815,sn2004dj
14962,ATEL #8815,sn2004et
14963,ATEL #8815,sn1999em
14964,ATEL #8815,asassn-16cc
14965,ATEL #8815,ngc2101
14966,ATEL #8816,SDSS J113409.59+553437.0
14967,ATEL #8816,at2016bcz
14968,ATEL #8817,PNV J17355050-2934240
14969,ATEL #8818,ngc3631
14970,ATEL #8818,sn2004gq
14971,ATEL #8818,at2016bau
14972,ATEL #8819,OT J203533.66-260924.0
14973,ATEL #8820,ngc3631
14974,ATEL #8820,sn2016bau
14975,ATEL #8821,IGR J17091-3624
14976,ATEL #8822,ps16axi
14977,ATEL #8822,at2016axb
14978,ATEL #8823,OT J142718.40-014031.0
14979,ATEL #8823,at2016axw
14980,ATEL #8823,ps16ayd
14981,ATEL #8824,SDSS J073017.25+250153.5
14982,ATEL #8824,sn2005iq
14983,ATEL #8824,sn2016ayg
14984,ATEL #8825,m31n2006-08a
14985,ATEL #8825,m31n2012-06a
14986,ATEL #8825,m31
14987,ATEL #8825,m31n2013-11d
14988,ATEL #8825,m31n2015-08c
14989,ATEL #8826,m31
14990,ATEL #8826,CXO J004458.2+414206
14991,ATEL #8826,XMMU J004458.3+414207
14992,ATEL #8826,XMMU J004423.2+415536
14993,ATEL #8826,XMMU J004347.8+413310
14994,ATEL #8827,RX J0043.7+4124
14995,ATEL #8827,m31
14996,ATEL #8827,XMMU J004522.6+414802
14997,ATEL #8827,XMMU J004421.0+414656
14998,ATEL #8829,sn2016bew
14999,ATEL #8829,ps16bby
15000,ATEL #8830,asassn-16cy
15001,ATEL #8830,sn1999gd
15002,ATEL #8830,asassn-16bx
15003,ATEL #8830,sn2002de
15004,ATEL #8833,asassn-16db
15005,ATEL #8833,at2016baq
15006,ATEL #8834,IGR J17091-3624
15007,ATEL #8835,EXO 2030+375
15008,ATEL #8836,sn2001ig
15009,ATEL #8836,sn2016bas
15010,ATEL #8837,asassn-16db
15011,ATEL #8837,at2016baq
15012,ATEL #8837,at2016bcy
15013,ATEL #8838,m31
15014,ATEL #8838,PNV J00430154+4114090
15015,ATEL #8839,atlas16agv
15016,ATEL #8839,at2016bez
15017,ATEL #8839,at2016bfd
15018,ATEL #8839,SDSS J145634.48+570044.0
15019,ATEL #8839,at2016bex
15020,ATEL #8839,at2016bfb
15021,ATEL #8839,atlas16ahf
15022,ATEL #8839,at2016bfa
15023,ATEL #8839,at2016bey
15024,ATEL #8839,at2016bev
15025,ATEL #8839,at2016bfc
15026,ATEL #8839,2MASX J18025452+6915258
15027,ATEL #8839,atlas16ahd
15028,ATEL #8839,SDSS J163357.26+461701.6
15029,ATEL #8839,atlas16agy
15030,ATEL #8839,atlas16agw
15031,ATEL #8839,atlas16ahb
15032,ATEL #8839,2MASX J11374023+5704420
15033,ATEL #8839,2MASX J14580123+6327336
15034,ATEL #8839,atlas16ago
15035,ATEL #8839,atlas16ahj
15036,ATEL #8840,OT J151001.95-321756.6
15037,ATEL #8840,OT J122739.45-402219.8
15038,ATEL #8842,2MASS J17185668-1527336
15039,ATEL #8843,OT J151126.74-400751.9
15040,ATEL #8844,atlas16agv
15041,ATEL #8844,at2016bey
15042,ATEL #8844,at2016bfc
15043,ATEL #8844,sn1994d
15044,ATEL #8844,atlas16ahj
15045,ATEL #8846,SDSS J131405.99+335507.0
15046,ATEL #8846,OT J055502.52-234506.5
15047,ATEL #8846,OT J131405.90+335509.7
15048,ATEL #8846,OT J125609.81+623704.6
15049,ATEL #8847,at2016ajo
15050,ATEL #8847,ugc11344
15051,ATEL #8847,sn2009iz
15052,ATEL #8848,PSN J14021678+5426205
15053,ATEL #8848,m101
15054,ATEL #8850,FBQSJ102311.5+394815
15055,ATEL #8850,1FGLJ1023.6+3937
15056,ATEL #8850,4c+40.25
15057,ATEL #8851,at2016bfv
15058,ATEL #8851,at2016bfu
15059,ATEL #8851,ic2150
15060,ATEL #8852,sn2016bfx
15061,ATEL #8852,sn2016bfw
15062,ATEL #8852,sn2016bfy
15063,ATEL #8853,PNV J17355050-2934240
15064,ATEL #8854,MAXI J0556-332
15065,ATEL #8855,OT J193808.47+543155.7
15066,ATEL #8856,atlas16ago
15067,ATEL #8856,sn2016bev
15068,ATEL #8857,at2016bit
15069,ATEL #8857,SDSS J130633.14+291102.7
15070,ATEL #8857,ps16bku
15071,ATEL #8857,ps16bis
15072,ATEL #8857,ps16bkm
15073,ATEL #8857,ugc09241
15074,ATEL #8857,ps16bjj
15075,ATEL #8857,ps16bho
15076,ATEL #8857,ps16bka
15077,ATEL #8857,SDSS J155938.96+190504.9
15078,ATEL #8857,at2016bjz
15079,ATEL #8857,ps16bio
15080,ATEL #8857,at2016bkj
15081,ATEL #8857,at2016bkr
15082,ATEL #8857,SDSS J114404.49+464830.9
15083,ATEL #8857,at2016bhr
15084,ATEL #8857,2MASX J11032043+7153141
15085,ATEL #8857,at2016bji
15086,ATEL #8857,at2016bip
15087,ATEL #8858,IGR J17091-3624
15088,ATEL #8858,IGR J17091+3624
15089,ATEL #8859,sn2016bkv
15090,ATEL #8859,sn1998s
15091,ATEL #8860,1SXPS J122637.1-624610
15092,ATEL #8861,sn2016bkv
15093,ATEL #8861,ngc3184
15094,ATEL #8862,OT J184401.22-615906.5
15095,ATEL #8862,ic4754
15096,ATEL #8864,atlas16ahx
15097,ATEL #8864,sn2016bfu
15098,ATEL #8864,sn2016bfv
15099,ATEL #8864,atlas16ahv
15100,ATEL #8864,at2016bfv
15101,ATEL #8864,ic2150
15102,ATEL #8865,frb150418
15103,ATEL #8865,WISE J071634.59-190039.2
15104,ATEL #8866,3FGL J1838.5-6006
15105,ATEL #8866,AGL J1835-6040
15106,ATEL #8866,5BZB J1834-5948
15107,ATEL #8867,asassn-16cn
15108,ATEL #8868,SGR J0755-2933
15109,ATEL #8868,SGR J0755-2900
15110,ATEL #8871,OT J085335.52-234408.7
15111,ATEL #8871,OT J164109.83+505820.7
15112,ATEL #8872,MAXI J0911-655
15113,ATEL #8872,ngc2808
15114,ATEL #8874,ugc03838
15115,ATEL #8874,sn1999em
15116,ATEL #8874,at2016bkx
15117,ATEL #8876,SDSS J174818.60+644552.4
15118,ATEL #8876,atlas16ahr
15119,ATEL #8876,atlas16aja
15120,ATEL #8876,atlas16aid
15121,ATEL #8876,at2016bky
15122,ATEL #8876,gaia16ahp
15123,ATEL #8877,m31
15124,ATEL #8877,PNV J00424805+4117134
15125,ATEL #8878,at2016bjd
15126,ATEL #8878,ps16bid
15127,ATEL #8878,ps16bbe
15128,ATEL #8878,ps16bhe
15129,ATEL #8878,at2016aug
15130,ATEL #8878,ps16bkg
15131,ATEL #8878,at2016avk
15132,ATEL #8878,at2016bij
15133,ATEL #8878,at2016aya
15134,ATEL #8878,ps16apw
15135,ATEL #8878,ps16bjc
15136,ATEL #8878,SDSS J113636.24+260438.9
15137,ATEL #8878,ps16avh
15138,ATEL #8878,ps16ayh
15139,ATEL #8878,ps16bih
15140,ATEL #8878,ps16aub
15141,ATEL #8878,at2016bbk
15142,ATEL #8878,2MASX J06253273-1953556
15143,ATEL #8878,SDSS J125212.55+480913.4
15144,ATEL #8878,2MASX J10424628+5417507
15145,ATEL #8878,at2016aoz
15146,ATEL #8878,at2016bke
15147,ATEL #8878,at2016bhi
15148,ATEL #8878,at2016bif
15149,ATEL #8879,3FGL J2025.6-0736
15150,ATEL #8879,pks2023-07
15151,ATEL #8879,3EG J2025-0744
15152,ATEL #8880,ic4723
15153,ATEL #8880,asassn-16cu
15154,ATEL #8881,AX J1745.6-2901
15155,ATEL #8882,asassn-16xx
15156,ATEL #8882,asassn-16dm
15157,ATEL #8882,at2016blb
15158,ATEL #8882,at2016xyz
15159,ATEL #8882,2MASX J11372059-0454450
15160,ATEL #8884,MAXI J0911-655
15161,ATEL #8884,ngc2808
15162,ATEL #8885,asassn-16xx
15163,ATEL #8885,asassn-16dn
15164,ATEL #8885,at2016blc
15165,ATEL #8885,at2016xyz
15166,ATEL #8886,SDSS J074526.98+295326.4
15167,ATEL #8886,sn2004et
15168,ATEL #8886,sn2016ayg
15169,ATEL #8887,PGC754881
15170,ATEL #8887,OT J134842.64-335212.5
15171,ATEL #8887,OT J140159.54-321845.6
15172,ATEL #8887,OT J135748.95-272623.4
15173,ATEL #8888,asassn-16do
15174,ATEL #8888,at2016blf
15175,ATEL #8888,at2016xyz
15176,ATEL #8888,asassn-16xx
15177,ATEL #8889,sn2004et
15178,ATEL #8889,sn2016bkz
15179,ATEL #8889,ugc4452
15180,ATEL #8890,sn2016adj
15181,ATEL #8891,PSN J14021678+5426205
15182,ATEL #8891,m101
15183,ATEL #8892,at2016bli
15184,ATEL #8892,asassn-16xx
15185,ATEL #8892,SDSS J145942.12+040518.1
15186,ATEL #8892,asassn-16dp
15187,ATEL #8892,at2016xyz
15188,ATEL #8893,pks2022-077
15189,ATEL #8893,PSK2023-07
15190,ATEL #8893,PKS B2022-077
15191,ATEL #8894,OT J132713.97-021611.8
15192,ATEL #8895,sn2016bld
15193,ATEL #8896,sn2007a
15194,ATEL #8896,asassn-16dp
15195,ATEL #8896,sn1999ef
15196,ATEL #8896,asassn-16dm
15197,ATEL #8896,sn2006bp
15198,ATEL #8896,asassn-16dn
15199,ATEL #8897,asassn-16dw
15200,ATEL #8897,asassn-16xx
15201,ATEL #8897,at2016blj
15202,ATEL #8897,2MASX J13300119-2758297
15203,ATEL #8897,at2016xyz
15204,ATEL #8898,asassn-16xx
15205,ATEL #8898,at2016blk
15206,ATEL #8898,at2016xyz
15207,ATEL #8898,asassn-16dx
15208,ATEL #8899,sn2016blh
15209,ATEL #8899,sn2006d
15210,ATEL #8899,PGC 050534
15211,ATEL #8900,at2016bhr
15212,ATEL #8900,at2016bev
15213,ATEL #8900,ps16bho
15214,ATEL #8901,sn2016bkv
15215,ATEL #8902,asassn-16dw
15216,ATEL #8902,sn2016blm
15217,ATEL #8902,sn2016blj
15218,ATEL #8903,OT J102936.01+202108.2
15219,ATEL #8903,OT J121623.12-533932.9
15220,ATEL #8903,OT J152333.04+092125.6
15221,ATEL #8903,PGC054958
15222,ATEL #8904,m81
15223,ATEL #8904,PNV J09560598+6900401
15224,ATEL #8905,m1
15225,ATEL #8906,sn2016blg
15226,ATEL #8906,sn2002bo
15227,ATEL #8906,SDSS J132713.81-021615.2
15228,ATEL #8907,ngc5222
15229,ATEL #8907,ngc5221
15230,ATEL #8908,sn2016bll
15231,ATEL #8909,ngc5221
15232,ATEL #8909,at2016bln
15233,ATEL #8911,ngc3631
15234,ATEL #8911,sn2016bau
15235,ATEL #8913,atlas16aiq
15236,ATEL #8913,sn1993j
15237,ATEL #8913,sn2016bhr
15238,ATEL #8913,ps16bho
15239,ATEL #8914,MAXI J0911-635
15240,ATEL #8914,ngc2808
15241,ATEL #8915,asassn-16xx
15242,ATEL #8915,asassn-16ec
15243,ATEL #8915,2MASX J13031054-2159149
15244,ATEL #8915,at2016blv
15245,ATEL #8915,at2016xyz
15246,ATEL #8916,ps16bkm
15247,ATEL #8916,at2016bkj
15248,ATEL #8916,sn2008ar
15249,ATEL #8916,gaia16akf
15250,ATEL #8916,SDSS J091858.70+355439.9
15251,ATEL #8916,SDSS J155938.96+190504.9
15252,ATEL #8916,sn2002ji
15253,ATEL #8916,gaia16akb
15254,ATEL #8917,sn2016blq
15255,ATEL #8917,at2016bls
15256,ATEL #8918,ps16bnr
15257,ATEL #8918,ps16bod
15258,ATEL #8918,ps16bnz
15259,ATEL #8919,OT J164339.02-575305.2
15260,ATEL #8919,OT J211800.83-704807.4
15261,ATEL #8920,sn2005ls
15262,ATEL #8920,gaia16ajv
15263,ATEL #8920,2MASX J07425397+1448004
15264,ATEL #8921,GRS 1915+105
15265,ATEL #8923,sn1999em
15266,ATEL #8923,at2016blw
15267,ATEL #8924,asassn-16ec
15268,ATEL #8925,5BZQJ1044+8054
15269,ATEL #8926,sn1997br
15270,ATEL #8926,sn2016bkr
15271,ATEL #8926,2MASS J11032043+7153141
15272,ATEL #8927,EXO 2030+375
15273,ATEL #8929,OT J133445.47+135113.8
15274,ATEL #8930,asassn-16xx
15275,ATEL #8930,SDSS J154029.29+005437.4
15276,ATEL #8930,at2016blz
15277,ATEL #8930,at2016xyz
15278,ATEL #8930,asassn-16eh
15279,ATEL #8931,sn2016bir
15280,ATEL #8931,SDSS J131405.16+335510.1
15281,ATEL #8931,sn2006t
15282,ATEL #8932,3FGL J2025.6-0736
15283,ATEL #8932,pks2023-07
15284,ATEL #8932,3EG J2025-0744
